Datetime,Branch,Gender,Age,NPS,CSI,Loyalty,CES,Registration,Doctor Consultation,Nurse Service,Pharmacy Service,Laboratory,Emergency Response,Billing Process,Facility Cleanliness,Staff Friendliness,Waiting Time,Improvement_Feedback
29/01/2025 10.13,Always Healthy Hospital Palembang,Male,23,10,4,4,4,5,5,4,5,4,4,4,5,4,4,service good
28/01/2025 07.51,Always Healthy Hospital Denpasar,Female,55,7,4,4,3,4,4,4,4,3,5,3,4,4,4,service good
04/01/2025 04.38,Always Healthy Hospital Palembang,Male,57,9,4,4,4,4,4,4,4,4,4,4,5,4,3,service good
29/01/2025 14.59,Always Healthy Hospital Banjarmasin,Female,32,9,4,4,4,4,3,4,3,4,3,3,3,4,3,service good
25/01/2025 02.56,Always Healthy Hospital Balikpapan,Male,62,6,4,5,4,3,4,3,4,5,4,4,4,4,4,service good
11/01/2025 20.36,Always Healthy Hospital Padang,Female,59,10,5,5,4,4,4,3,5,4,4,5,4,3,3,service good
06/01/2025 20.08,Always Healthy Hospital Surabaya,Male,33,10,4,5,4,4,4,4,4,4,4,4,4,4,3,service good
05/01/2025 22.54,Always Healthy Hospital Pekanbaru,Female,45,8,4,3,3,3,3,4,4,4,3,4,4,4,3,service good
11/01/2025 11.59,Always Healthy Hospital Pekanbaru,Male,45,1,3,4,3,3,4,3,3,5,4,4,4,3,4,service good
24/01/2025 07.06,Always Healthy Hospital Bogor,Female,39,3,4,4,3,4,2,4,4,4,4,3,3,4,3,improve Doctor Consultation
16/01/2025 15.31,Always Healthy Hospital Bekasi,Male,38,9,4,4,4,4,5,4,4,4,3,3,3,4,4,service good
29/01/2025 07.05,Always Healthy Hospital Pekanbaru,Female,32,10,3,4,4,4,4,5,4,5,4,4,4,4,5,service good
01/01/2025 17.04,Always Healthy Hospital Bekasi,Male,28,3,4,3,4,2,3,4,3,3,4,4,3,4,4,improve Registration
07/01/2025 18.36,Always Healthy Hospital Surabaya,Female,37,10,4,3,3,4,4,3,4,3,3,3,4,4,3,service good
27/01/2025 05.47,Always Healthy Hospital Jakarta,Male,34,10,4,4,4,4,4,5,3,4,4,3,4,4,3,service good
08/01/2025 16.30,Always Healthy Hospital Semarang,Female,27,9,3,4,4,4,3,4,3,4,3,4,3,4,3,service good
13/01/2025 14.19,Always Healthy Hospital Jakarta,Male,61,5,4,4,4,3,4,3,4,4,4,3,4,4,3,service good
05/01/2025 01.30,Always Healthy Hospital Medan,Female,55,6,4,4,4,3,3,3,2,3,5,3,4,4,3,improve Pharmacy Service
08/01/2025 02.48,Always Healthy Hospital Denpasar,Male,44,8,4,3,4,4,4,4,4,3,4,4,2,4,3,improve Facility Cleanliness
27/01/2025 02.14,Always Healthy Hospital Medan,Female,26,0,4,4,4,4,5,4,3,4,5,3,5,3,4,service good
25/01/2025 16.06,Always Healthy Hospital Depok,Male,61,8,4,3,3,4,3,4,3,4,2,3,3,3,3,improve Emergency Response
13/01/2025 14.57,Always Healthy Hospital Jakarta,Female,25,8,5,5,4,4,3,4,4,4,3,4,5,4,4,service good
22/01/2025 21.47,Always Healthy Hospital Balikpapan,Male,55,9,4,3,3,3,4,5,4,4,4,4,3,3,4,service good
28/01/2025 17.21,Always Healthy Hospital Manado,Female,54,9,5,4,4,4,4,4,5,4,4,4,5,5,5,service good
27/01/2025 04.05,Always Healthy Hospital Malang,Male,53,9,3,3,3,3,4,2,4,3,4,3,2,3,3,"improve Nurse Service, Facility Cleanliness"
27/01/2025 05.15,Always Healthy Hospital Semarang,Female,24,2,4,4,4,4,4,4,4,4,4,3,4,5,4,service good
05/01/2025 13.09,Always Healthy Hospital Bandung,Male,47,10,4,4,3,5,4,5,4,4,4,4,5,4,4,service good
15/01/2025 13.00,Always Healthy Hospital Semarang,Female,33,9,4,4,4,4,5,4,4,4,4,3,4,5,4,service good
08/01/2025 15.53,Always Healthy Hospital Batam,Male,46,9,3,3,3,4,4,4,4,3,3,3,4,4,3,service good
09/01/2025 00.38,Always Healthy Hospital Depok,Female,52,8,4,4,4,3,4,3,4,3,2,3,3,3,3,improve Emergency Response
23/01/2025 11.51,Always Healthy Hospital Batam,Male,63,7,3,3,3,3,3,3,4,3,4,3,3,4,3,service good
24/01/2025 03.54,Always Healthy Hospital Padang,Female,58,5,4,3,3,3,4,3,4,4,3,4,3,3,3,service good
12/01/2025 03.11,Always Healthy Hospital Bandung,Male,38,10,4,5,5,4,4,5,4,5,4,4,5,4,4,service good
29/01/2025 04.53,Always Healthy Hospital Medan,Female,37,0,4,4,4,5,4,5,4,3,3,4,4,4,4,service good
24/01/2025 23.57,Always Healthy Hospital Pekanbaru,Male,28,9,5,4,5,5,5,4,4,4,5,5,5,5,4,service good
14/01/2025 19.01,Always Healthy Hospital Tangerang,Female,62,10,4,4,3,4,4,5,4,5,5,4,5,4,4,service good
18/01/2025 04.29,Always Healthy Hospital Tangerang,Male,56,10,5,5,4,5,5,5,4,4,4,4,5,5,4,service good
09/01/2025 19.43,Always Healthy Hospital Medan,Female,50,8,3,4,4,3,4,4,4,4,3,3,4,5,3,service good
14/01/2025 17.45,Always Healthy Hospital Balikpapan,Male,61,10,5,4,4,5,4,4,4,4,4,4,4,4,3,service good
13/01/2025 20.33,Always Healthy Hospital Batam,Female,45,9,4,4,4,4,4,4,4,5,4,4,4,3,4,service good
25/01/2025 20.10,Always Healthy Hospital Batam,Male,48,10,5,4,4,4,5,4,3,5,4,4,3,5,3,service good
08/01/2025 10.11,Always Healthy Hospital Balikpapan,Female,30,9,5,5,4,4,4,4,4,5,4,4,5,5,4,service good
08/01/2025 18.11,Always Healthy Hospital Tangerang,Male,42,9,4,5,4,4,4,4,4,4,3,4,4,3,4,service good
14/01/2025 08.39,Always Healthy Hospital Manado,Female,58,8,4,4,3,3,5,5,3,3,4,4,4,4,3,service good
13/01/2025 21.49,Always Healthy Hospital Tangerang,Male,55,9,4,3,4,4,4,4,3,4,3,4,4,3,3,service good
30/01/2025 19.27,Always Healthy Hospital Tangerang,Female,46,9,5,4,4,3,5,4,4,4,4,4,5,5,4,service good
20/01/2025 04.25,Always Healthy Hospital Bandung,Male,48,10,5,5,5,4,4,4,4,3,5,4,5,4,4,service good
26/01/2025 14.14,Always Healthy Hospital Bogor,Female,30,6,4,5,4,4,5,4,5,3,4,5,5,4,4,service good
02/01/2025 01.41,Always Healthy Hospital Malang,Male,59,8,4,5,4,4,4,4,4,4,5,4,4,4,4,service good
11/01/2025 09.51,Always Healthy Hospital Batam,Female,25,9,5,4,4,4,4,4,2,3,4,4,4,5,4,improve Pharmacy Service
13/01/2025 01.16,Always Healthy Hospital Medan,Male,58,5,3,4,3,4,2,3,3,3,4,3,3,3,3,improve Doctor Consultation
10/01/2025 22.20,Always Healthy Hospital Manado,Female,63,7,4,3,4,4,3,4,4,3,4,3,4,4,4,service good
20/01/2025 18.55,Always Healthy Hospital Pekanbaru,Male,27,10,4,4,4,4,4,3,4,4,4,4,4,4,3,service good
03/01/2025 03.01,Always Healthy Hospital Jakarta,Female,42,9,3,4,3,4,3,3,4,3,4,4,4,4,3,service good
20/01/2025 10.44,Always Healthy Hospital Palembang,Male,41,7,4,3,4,3,3,4,4,4,4,3,3,4,3,service good
18/01/2025 11.47,Always Healthy Hospital Banjarmasin,Female,65,9,4,4,4,4,4,3,4,3,4,4,4,4,4,service good
07/01/2025 01.08,Always Healthy Hospital Palembang,Male,40,8,3,4,3,3,5,3,4,3,3,4,4,4,4,service good
10/01/2025 09.09,Always Healthy Hospital Batam,Female,27,9,4,4,4,4,4,4,4,4,5,4,5,5,4,service good
20/01/2025 12.26,Always Healthy Hospital Balikpapan,Male,38,10,4,4,4,4,4,4,4,4,4,4,4,5,4,service good
04/01/2025 04.07,Always Healthy Hospital Surabaya,Female,51,8,4,4,4,4,4,4,4,3,3,4,4,3,3,service good
27/01/2025 03.05,Always Healthy Hospital Depok,Male,29,4,3,4,4,3,4,4,4,3,4,3,3,4,3,service good
27/01/2025 06.21,Always Healthy Hospital Bekasi,Female,55,4,3,4,4,4,4,4,4,3,3,4,4,3,3,service good
05/01/2025 16.53,Always Healthy Hospital Jakarta,Male,46,9,4,4,5,4,4,4,4,4,4,4,3,4,4,service good
26/01/2025 02.18,Always Healthy Hospital Palembang,Female,26,10,4,5,4,4,5,5,4,4,4,4,5,5,4,service good
09/01/2025 23.12,Always Healthy Hospital Medan,Male,35,4,4,3,4,4,4,3,4,4,4,3,3,4,4,service good
27/01/2025 12.02,Always Healthy Hospital Padang,Female,61,10,4,3,4,4,5,5,3,4,4,3,5,3,4,service good
29/01/2025 05.48,Always Healthy Hospital Pekanbaru,Male,60,7,4,4,5,5,4,4,5,5,5,5,4,5,4,service good
16/01/2025 03.03,Always Healthy Hospital Padang,Female,65,8,4,4,3,2,4,5,4,2,3,3,4,3,3,"improve Registration, Laboratory"
16/01/2025 21.21,Always Healthy Hospital Depok,Male,45,9,5,4,4,5,4,4,4,4,4,5,4,4,3,service good
03/01/2025 09.26,Always Healthy Hospital Banjarmasin,Female,58,10,3,4,4,4,4,5,5,4,4,3,4,4,3,service good
03/01/2025 20.15,Always Healthy Hospital Medan,Male,28,7,4,3,4,5,4,4,4,5,4,4,4,4,3,service good
03/01/2025 03.49,Always Healthy Hospital Bogor,Female,44,10,4,4,4,4,4,4,3,4,3,3,4,4,3,service good
21/01/2025 12.13,Always Healthy Hospital Manado,Male,28,9,3,4,3,4,4,4,3,4,4,3,3,3,3,service good
27/01/2025 22.54,Always Healthy Hospital Bandung,Female,35,4,4,4,4,3,4,3,4,3,4,4,4,5,3,service good
20/01/2025 22.36,Always Healthy Hospital Padang,Male,34,9,4,4,4,3,3,4,4,4,4,4,4,4,4,service good
16/01/2025 21.44,Always Healthy Hospital Makassar,Female,27,8,3,4,3,4,3,3,3,3,4,4,3,4,3,service good
01/01/2025 08.56,Always Healthy Hospital Manado,Male,59,10,4,4,4,4,3,4,4,4,4,4,5,4,4,service good
07/01/2025 14.19,Always Healthy Hospital Bandung,Female,22,8,4,4,3,4,4,4,4,5,3,4,4,3,3,service good
09/01/2025 16.27,Always Healthy Hospital Balikpapan,Male,54,2,4,4,5,3,4,4,4,4,4,4,4,4,4,service good
14/01/2025 07.12,Always Healthy Hospital Bandung,Female,39,3,4,4,4,3,3,5,3,4,4,3,4,4,4,service good
20/01/2025 22.13,Always Healthy Hospital Tangerang,Male,60,10,4,5,5,5,4,4,4,5,4,4,4,5,4,service good
08/01/2025 20.32,Always Healthy Hospital Bandung,Female,41,8,5,4,4,4,4,3,3,4,4,4,4,4,4,service good
24/01/2025 18.55,Always Healthy Hospital Jakarta,Male,40,10,4,4,4,4,3,4,4,5,4,3,4,4,4,service good
28/01/2025 17.30,Always Healthy Hospital Malang,Female,42,7,4,3,4,4,3,3,4,3,3,4,4,3,3,service good
10/02/2025 08.01,Always Healthy Hospital Malang,Male,40,1,3,4,3,4,4,4,4,3,5,3,4,4,4,service good
12/02/2025 18.33,Always Healthy Hospital Depok,Female,59,9,4,4,4,4,4,4,3,4,5,3,5,4,4,service good
07/02/2025 08.24,Always Healthy Hospital Manado,Male,37,8,4,4,4,5,4,5,4,4,4,3,3,4,4,service good
03/02/2025 15.08,Always Healthy Hospital Semarang,Female,47,10,4,4,4,3,4,4,4,4,4,4,5,4,3,service good
12/02/2025 02.41,Always Healthy Hospital Medan,Male,46,8,4,3,3,3,3,3,3,4,4,2,3,3,3,improve Billing Process
21/02/2025 15.44,Always Healthy Hospital Bandung,Female,21,5,3,3,4,3,3,3,3,4,4,3,3,5,3,service good
15/02/2025 06.39,Always Healthy Hospital Semarang,Male,32,9,4,4,4,4,5,3,4,3,4,3,4,4,4,service good
24/02/2025 00.11,Always Healthy Hospital Semarang,Female,49,8,3,3,3,1,2,2,3,3,2,3,3,4,3,"improve Registration, Doctor Consultation, Nurse Service, Emergency Response"
04/02/2025 06.26,Always Healthy Hospital Balikpapan,Male,46,10,4,3,4,4,4,4,3,5,3,3,4,4,3,service good
14/02/2025 15.18,Always Healthy Hospital Padang,Female,22,9,4,4,4,4,4,4,4,4,4,3,3,3,4,service good
26/02/2025 21.27,Always Healthy Hospital Medan,Male,26,10,4,4,4,3,5,4,4,4,3,3,4,4,3,service good
01/02/2025 07.07,Always Healthy Hospital Depok,Female,61,9,4,5,4,4,4,4,3,4,4,4,4,3,4,service good
24/02/2025 08.38,Always Healthy Hospital Tangerang,Male,21,10,4,5,5,4,5,4,4,4,5,3,4,4,4,service good
09/02/2025 09.25,Always Healthy Hospital Bogor,Female,56,9,5,5,5,5,5,5,4,5,5,4,4,5,4,service good
22/02/2025 13.24,Always Healthy Hospital Bekasi,Male,59,2,4,4,4,4,4,5,3,4,4,3,4,4,3,service good
13/02/2025 18.33,Always Healthy Hospital Jakarta,Female,38,8,3,4,4,3,3,3,3,4,4,3,4,3,3,service good
08/02/2025 03.35,Always Healthy Hospital Semarang,Male,61,0,4,4,5,5,5,5,4,5,4,4,5,5,5,service good
12/02/2025 02.34,Always Healthy Hospital Medan,Female,31,10,3,4,5,4,3,4,3,3,3,3,4,4,3,service good
19/02/2025 17.34,Always Healthy Hospital Bogor,Male,42,10,5,4,4,4,5,4,5,4,5,4,4,5,4,service good
09/02/2025 04.40,Always Healthy Hospital Tangerang,Female,24,10,4,4,4,3,3,4,5,5,3,4,5,4,4,service good
16/02/2025 00.53,Always Healthy Hospital Manado,Male,37,1,4,4,4,5,5,4,4,5,4,3,4,3,3,service good
25/02/2025 10.34,Always Healthy Hospital Makassar,Female,28,7,4,5,4,4,3,4,5,4,3,4,4,4,3,service good
03/02/2025 06.55,Always Healthy Hospital Banjarmasin,Male,37,10,4,3,3,4,4,4,3,4,3,4,4,4,3,service good
15/02/2025 19.56,Always Healthy Hospital Bandung,Female,64,2,3,3,3,4,4,3,2,4,4,3,4,3,3,improve Pharmacy Service
08/02/2025 01.41,Always Healthy Hospital Manado,Male,39,8,5,4,4,5,4,4,4,4,4,4,5,4,4,service good
08/02/2025 11.36,Always Healthy Hospital Yogyakarta,Female,25,9,4,5,4,4,4,4,5,4,4,3,3,4,4,service good
05/02/2025 02.52,Always Healthy Hospital Malang,Male,39,8,4,4,4,4,4,5,3,3,4,4,5,4,3,service good
11/02/2025 00.20,Always Healthy Hospital Malang,Female,49,3,4,4,4,4,4,4,4,4,3,4,3,3,3,service good
24/02/2025 18.03,Always Healthy Hospital Denpasar,Male,63,9,3,4,4,4,3,4,4,4,4,3,3,5,3,service good
09/02/2025 05.44,Always Healthy Hospital Semarang,Female,22,10,4,4,4,4,4,5,4,4,5,5,4,5,4,service good
27/02/2025 08.31,Always Healthy Hospital Surabaya,Male,51,9,5,4,4,4,4,4,3,5,4,4,4,3,3,service good
12/02/2025 23.42,Always Healthy Hospital Bandung,Female,25,8,4,3,3,4,3,3,3,3,4,2,4,4,4,improve Billing Process
02/02/2025 14.40,Always Healthy Hospital Bandung,Male,37,9,4,3,3,4,4,3,4,4,4,4,3,4,4,service good
16/02/2025 18.39,Always Healthy Hospital Padang,Female,59,1,4,4,3,4,4,4,4,4,4,4,4,4,5,service good
12/02/2025 03.18,Always Healthy Hospital Tangerang,Male,53,2,4,4,4,4,4,4,5,4,4,3,3,4,3,service good
02/02/2025 17.40,Always Healthy Hospital Banjarmasin,Female,35,0,4,4,4,4,4,3,3,4,4,4,3,4,4,service good
22/02/2025 09.16,Always Healthy Hospital Medan,Male,53,10,4,4,4,4,4,4,5,5,4,4,5,5,4,service good
21/02/2025 15.08,Always Healthy Hospital Bogor,Female,53,9,4,4,4,4,4,4,4,5,3,4,5,4,4,service good
18/02/2025 10.48,Always Healthy Hospital Manado,Male,32,10,4,3,3,4,3,4,3,3,4,3,3,4,4,service good
26/02/2025 23.24,Always Healthy Hospital Palembang,Female,37,7,3,4,3,3,3,3,3,3,3,2,3,4,3,improve Billing Process
22/02/2025 20.40,Always Healthy Hospital Manado,Male,65,9,3,3,3,2,3,4,3,3,3,3,2,3,2,"improve Registration, Facility Cleanliness, Waiting Time"
12/02/2025 16.41,Always Healthy Hospital Tangerang,Female,27,10,4,4,4,3,3,3,2,4,4,3,3,4,3,improve Pharmacy Service
25/02/2025 09.16,Always Healthy Hospital Batam,Male,28,10,4,4,3,4,3,5,3,4,3,3,4,4,4,service good
28/02/2025 13.38,Always Healthy Hospital Depok,Female,63,10,4,4,4,4,4,4,4,4,5,4,5,4,4,service good
03/02/2025 22.58,Always Healthy Hospital Bekasi,Male,48,7,5,4,5,4,5,5,5,5,5,5,5,4,5,service good
24/02/2025 06.28,Always Healthy Hospital Balikpapan,Female,41,9,4,5,4,4,4,4,4,4,4,4,4,4,3,service good
07/02/2025 16.14,Always Healthy Hospital Medan,Male,38,5,4,4,4,4,5,4,4,3,3,4,4,4,4,service good
27/02/2025 05.39,Always Healthy Hospital Palembang,Female,45,9,4,4,4,3,4,3,3,3,4,3,3,3,3,service good
10/02/2025 21.22,Always Healthy Hospital Padang,Male,37,9,4,3,3,3,4,3,2,4,4,3,4,4,3,improve Pharmacy Service
08/02/2025 21.35,Always Healthy Hospital Tangerang,Female,62,10,4,4,3,4,4,3,4,4,3,4,4,4,3,service good
08/02/2025 07.52,Always Healthy Hospital Depok,Male,36,9,4,4,4,4,4,4,5,4,3,4,4,4,5,service good
02/02/2025 11.02,Always Healthy Hospital Medan,Female,62,8,4,4,5,5,4,5,5,4,4,5,5,5,4,service good
11/02/2025 04.46,Always Healthy Hospital Padang,Male,31,4,4,5,4,5,4,4,3,4,4,4,3,4,3,service good
28/02/2025 01.00,Always Healthy Hospital Semarang,Female,54,7,5,5,4,4,4,4,4,5,4,5,5,4,5,service good
06/02/2025 16.17,Always Healthy Hospital Yogyakarta,Male,31,9,3,4,4,3,4,3,4,4,4,3,4,4,3,service good
01/02/2025 18.57,Always Healthy Hospital Jakarta,Female,32,9,4,4,3,5,3,4,3,5,3,3,4,4,4,service good
22/02/2025 01.36,Always Healthy Hospital Surabaya,Male,65,8,4,5,4,4,4,4,5,4,4,4,4,4,4,service good
25/02/2025 15.46,Always Healthy Hospital Padang,Female,28,9,3,4,4,4,2,4,4,4,4,3,3,4,4,improve Doctor Consultation
24/02/2025 08.13,Always Healthy Hospital Batam,Male,63,6,4,4,3,4,3,3,3,4,3,3,4,4,3,service good
15/02/2025 08.14,Always Healthy Hospital Padang,Female,28,9,3,3,4,3,4,4,3,4,4,3,4,3,3,service good
15/02/2025 00.26,Always Healthy Hospital Yogyakarta,Male,44,9,4,4,4,4,4,5,4,4,4,4,4,3,4,service good
16/02/2025 12.02,Always Healthy Hospital Bandung,Female,36,2,3,4,3,3,3,4,4,4,3,4,5,4,4,service good
25/02/2025 18.34,Always Healthy Hospital Denpasar,Male,62,4,4,5,4,4,5,5,5,4,5,5,4,5,5,service good
10/02/2025 11.10,Always Healthy Hospital Bandung,Female,51,9,4,4,4,4,4,4,4,4,5,3,4,4,4,service good
05/02/2025 17.46,Always Healthy Hospital Banjarmasin,Male,40,10,5,5,5,5,4,4,4,5,4,4,4,4,5,service good
23/02/2025 04.29,Always Healthy Hospital Bandung,Female,21,9,4,4,4,3,3,4,3,4,3,4,5,5,4,service good
16/02/2025 23.48,Always Healthy Hospital Padang,Male,32,10,5,5,4,3,4,5,4,5,4,4,3,5,4,service good
17/02/2025 02.07,Always Healthy Hospital Bekasi,Female,45,9,4,4,3,4,3,4,4,4,4,4,4,4,4,service good
19/02/2025 22.18,Always Healthy Hospital Jakarta,Male,65,10,4,4,5,5,4,5,4,4,4,4,4,4,4,service good
20/02/2025 01.51,Always Healthy Hospital Pekanbaru,Female,38,9,3,3,3,4,4,5,3,4,4,3,4,4,3,service good
11/02/2025 21.54,Always Healthy Hospital Manado,Male,40,7,5,5,4,4,5,4,5,5,5,4,5,5,4,service good
16/02/2025 17.24,Always Healthy Hospital Balikpapan,Female,21,4,4,3,3,4,3,4,4,3,4,3,3,4,3,service good
23/02/2025 18.55,Always Healthy Hospital Medan,Male,46,8,4,4,4,4,4,5,4,4,4,4,5,5,4,service good
28/02/2025 06.25,Always Healthy Hospital Bandung,Female,54,8,4,5,4,4,4,5,4,4,4,3,4,4,4,service good
15/02/2025 06.46,Always Healthy Hospital Yogyakarta,Male,48,9,4,4,5,3,4,4,4,3,3,4,4,4,4,service good
08/02/2025 17.36,Always Healthy Hospital Tangerang,Female,30,10,4,4,4,4,5,4,4,3,3,4,4,4,3,service good
26/02/2025 15.06,Always Healthy Hospital Padang,Male,59,9,4,4,4,4,3,4,4,4,4,4,4,4,3,service good
23/02/2025 22.28,Always Healthy Hospital Denpasar,Female,55,7,3,3,3,3,4,4,3,4,3,3,3,3,3,service good
04/02/2025 12.38,Always Healthy Hospital Depok,Male,64,8,4,3,4,3,3,4,3,3,4,4,3,4,3,service good
09/02/2025 18.25,Always Healthy Hospital Manado,Female,22,10,4,4,4,4,3,4,4,3,4,4,4,3,4,service good
23/02/2025 01.29,Always Healthy Hospital Manado,Male,50,4,4,4,4,3,4,3,4,3,3,4,3,3,3,service good
07/02/2025 03.23,Always Healthy Hospital Padang,Female,22,1,3,4,3,3,3,3,3,2,4,3,2,4,3,"improve Laboratory, Facility Cleanliness"
23/02/2025 01.35,Always Healthy Hospital Jakarta,Male,26,10,5,4,5,4,4,4,3,3,4,4,3,4,4,service good
19/02/2025 10.53,Always Healthy Hospital Depok,Female,57,7,4,5,5,5,4,4,4,5,4,4,5,4,5,service good
01/02/2025 06.48,Always Healthy Hospital Jakarta,Male,40,4,4,4,4,3,4,4,4,4,3,4,4,4,3,service good
23/02/2025 09.05,Always Healthy Hospital Bekasi,Female,44,7,5,4,4,4,4,5,4,4,4,4,4,5,4,service good
23/02/2025 08.36,Always Healthy Hospital Manado,Male,42,9,4,5,3,4,4,4,4,4,3,4,3,4,4,service good
07/02/2025 16.44,Always Healthy Hospital Bogor,Female,50,9,4,4,4,4,4,4,4,4,3,3,5,4,4,service good
04/02/2025 14.56,Always Healthy Hospital Bogor,Male,39,9,4,3,4,4,4,4,4,4,4,4,3,4,3,service good
14/02/2025 14.36,Always Healthy Hospital Medan,Female,55,7,4,4,3,3,4,4,3,4,4,3,4,4,4,service good
07/02/2025 16.30,Always Healthy Hospital Surabaya,Male,59,8,4,4,3,4,4,4,3,3,4,2,3,3,3,improve Billing Process
24/02/2025 04.21,Always Healthy Hospital Pekanbaru,Female,38,9,4,3,4,4,3,3,3,4,4,4,4,3,4,service good
03/02/2025 14.12,Always Healthy Hospital Banjarmasin,Male,53,10,5,4,5,5,5,5,4,5,4,4,4,5,5,service good
06/02/2025 02.36,Always Healthy Hospital Palembang,Female,44,9,4,4,4,4,4,3,5,3,4,4,3,4,4,service good
24/02/2025 14.21,Always Healthy Hospital Tangerang,Male,43,8,4,4,5,4,5,5,5,4,4,4,4,4,4,service good
01/02/2025 03.21,Always Healthy Hospital Bandung,Female,41,7,3,3,3,3,3,3,4,2,4,3,3,3,3,improve Laboratory
25/02/2025 02.58,Always Healthy Hospital Bekasi,Male,30,10,4,5,4,4,4,4,5,4,4,4,5,4,3,service good
04/02/2025 01.49,Always Healthy Hospital Jakarta,Female,57,9,4,4,4,4,4,4,3,3,4,3,3,4,4,service good
20/02/2025 21.41,Always Healthy Hospital Padang,Male,35,2,4,3,3,4,3,5,4,4,3,3,3,4,4,service good
07/02/2025 14.27,Always Healthy Hospital Palembang,Female,24,9,4,4,5,4,5,5,4,4,5,3,4,4,4,service good
08/02/2025 21.51,Always Healthy Hospital Palembang,Male,51,4,4,4,4,4,4,3,5,4,4,4,5,4,4,service good
01/02/2025 05.53,Always Healthy Hospital Tangerang,Female,60,10,4,3,4,3,4,3,4,3,3,3,3,3,3,service good
08/02/2025 19.28,Always Healthy Hospital Bandung,Male,26,7,3,4,3,3,3,3,4,3,4,3,3,3,3,service good
21/02/2025 08.58,Always Healthy Hospital Palembang,Female,49,9,3,4,4,4,4,4,4,3,4,4,4,4,4,service good
19/02/2025 02.44,Always Healthy Hospital Surabaya,Male,45,4,3,4,3,2,4,3,3,4,4,3,3,4,4,improve Registration
28/02/2025 07.18,Always Healthy Hospital Jakarta,Female,51,10,4,5,4,4,4,4,4,5,4,5,3,5,4,service good
01/02/2025 01.11,Always Healthy Hospital Bandung,Male,26,10,5,4,4,4,4,5,5,4,4,5,5,5,4,service good
06/02/2025 07.14,Always Healthy Hospital Batam,Female,32,6,4,4,5,5,5,5,5,5,4,4,4,5,4,service good
03/02/2025 02.49,Always Healthy Hospital Surabaya,Male,41,9,3,3,3,3,3,3,4,4,3,3,4,4,3,service good
22/02/2025 09.19,Always Healthy Hospital Manado,Female,35,6,4,4,4,5,4,5,4,4,5,4,4,4,3,service good
02/02/2025 14.14,Always Healthy Hospital Bandung,Male,57,9,4,3,4,5,3,3,4,3,3,3,4,2,3,improve Staff Friendliness
01/02/2025 17.08,Always Healthy Hospital Malang,Female,25,8,5,4,5,4,5,4,4,4,5,4,4,4,3,service good
25/02/2025 11.24,Always Healthy Hospital Jakarta,Male,51,9,4,4,4,3,4,3,4,4,4,4,4,3,4,service good
15/02/2025 05.24,Always Healthy Hospital Bekasi,Female,40,8,4,3,3,4,4,3,4,4,4,3,3,3,3,service good
21/02/2025 01.25,Always Healthy Hospital Denpasar,Male,62,10,4,3,4,4,4,3,4,3,3,3,4,3,3,service good
17/02/2025 17.30,Always Healthy Hospital Bekasi,Female,56,8,4,5,4,5,4,4,5,5,4,4,4,5,4,service good
06/02/2025 14.38,Always Healthy Hospital Makassar,Male,59,10,3,3,3,4,4,3,3,3,4,3,4,3,4,service good
25/02/2025 23.38,Always Healthy Hospital Pekanbaru,Female,26,6,4,4,4,4,4,3,2,4,3,3,4,4,3,improve Pharmacy Service
27/02/2025 03.18,Always Healthy Hospital Makassar,Male,51,10,3,4,4,3,3,4,3,5,4,3,4,4,3,service good
04/02/2025 10.23,Always Healthy Hospital Surabaya,Female,34,5,3,4,3,4,4,3,3,4,3,2,4,4,3,improve Billing Process
18/02/2025 01.52,Always Healthy Hospital Bandung,Male,37,9,4,4,4,4,4,4,4,5,5,4,4,4,4,service good
09/02/2025 21.24,Always Healthy Hospital Tangerang,Female,63,7,4,4,4,4,4,5,4,4,4,5,5,4,3,service good
18/02/2025 11.21,Always Healthy Hospital Surabaya,Male,50,1,4,3,4,4,4,5,4,5,4,4,4,5,4,service good
17/02/2025 09.05,Always Healthy Hospital Malang,Female,37,7,3,3,4,4,4,3,3,3,3,3,3,3,3,service good
14/02/2025 06.04,Always Healthy Hospital Makassar,Male,47,8,4,4,4,4,3,5,3,4,4,4,3,4,4,service good
22/02/2025 17.43,Always Healthy Hospital Tangerang,Female,48,10,3,4,4,4,3,4,4,4,4,4,3,4,4,service good
15/02/2025 13.01,Always Healthy Hospital Yogyakarta,Male,58,8,4,4,4,5,4,4,4,5,5,4,5,4,4,service good
09/02/2025 14.04,Always Healthy Hospital Tangerang,Female,53,10,4,4,4,4,4,5,4,3,4,3,4,4,4,service good
20/02/2025 16.53,Always Healthy Hospital Banjarmasin,Male,35,10,4,4,4,4,3,4,4,3,4,4,4,4,3,service good
03/02/2025 13.50,Always Healthy Hospital Makassar,Female,55,10,5,5,4,4,5,4,4,5,5,5,4,4,4,service good
03/02/2025 10.23,Always Healthy Hospital Malang,Male,49,5,3,4,4,3,3,4,4,4,3,3,3,4,3,service good
18/02/2025 02.37,Always Healthy Hospital Padang,Female,44,8,3,3,4,3,3,4,2,4,4,3,4,3,4,improve Pharmacy Service
10/02/2025 23.59,Always Healthy Hospital Surabaya,Male,44,1,3,3,4,4,4,3,4,5,4,4,4,4,4,service good
02/02/2025 15.37,Always Healthy Hospital Bekasi,Female,32,7,4,4,5,3,4,4,4,5,5,4,4,3,4,service good
